hoco_tf	gc	len	cpg_percentage_mean	cpg_percentage_median	cpg_percentage_stdev	promoter_percentage_mean	promoter_percentage_median	promoter_percentage_stdev	n_chip_samples
ZN436	0.622680412371134	24	0.03808146541335262	0.03808146541335262	0.0	0.2135593220338983	0.2135593220338983	0.0	1
ZN449	0.6314545454545454	11	0.10520833333333332	0.10520833333333332	0.0	0.2924281984334204	0.2924281984334204	0.0	1
ZN467	0.6793587174348696	22	0.26543636303825785	0.26543636303825785	0.0	0.4861387932596485	0.4861387932596485	0.0	1
ZN490	0.4409883720930232	24	0.00961105271061721	0.00961105271061721	0.0	0.11370814908401768	0.11370814908401768	0.0	1
ZN528	0.5080862533692724	20	0.15609390791343206	0.10486111111111113	0.14645354869142935	0.32800487938104284	0.29128440366972475	0.1804395324571544	3
ZN547	0.522962962962963	20	0.2693448396678627	0.3474278736070829	0.17640096017061904	0.4890575582440471	0.5705690649285535	0.22010027793724304	3
ZN549	0.4990500000000001	20	0.10206648697214736	0.10206648697214736	0.0	0.2727272727272727	0.2727272727272727	0.0	1
ZN554	0.6305555555555554	9	0.1572552350703549	0.1572552350703549	0.0	0.2922250232187873	0.2922250232187873	0.0	1
ZN563	0.6164999999999999	12	0.12283415841584155	0.12283415841584155	0.0	0.3104421448730009	0.3104421448730009	0.0	1
ZN586	0.4758474576271189	20	0.004832146490335707	0.004832146490335707	0.0	0.04843304843304843	0.04843304843304843	0.0	1
ZN589	0.5661386986301371	16	0.2117265764837055	0.2711342647407057	0.14392037619381096	0.3112121165273139	0.4112251475035946	0.2273055913877628	5
ZN667	0.5475789473684209	19	0.12941176470588234	0.12941176470588234	0.0	0.3636363636363637	0.3636363636363637	0.0	1
ZN680	0.4598705501618125	20	0.06169057660229945	0.053287470940081225	0.04643487465187123	0.2409553228219691	0.22123734830375347	0.09681016209522927	6
ZN740	0.7240068058083573	14	0.2589830012489189	0.2621935164297853	0.25688453054151233	0.4008545138078757	0.4048113854691224	0.30141165604230685	4
ZNF76	0.5616100766703176	22	0.453887977623745	0.538684403768519	0.2328484468445748	0.6281081079969095	0.6481650977535091	0.1610520176237267	4
ZN770	0.7054249213108684	11	0.07151882302033752	0.07151882302033752	0.0	0.2808471454880295	0.2808471454880295	0.0	1
ZN784	0.5609019886363636	11	0.4103053435114504	0.4103053435114504	0.0	0.6593406593406593	0.6593406593406593	0.0	1
ZNF8	0.3932853717026379	22	0.11457862575601688	0.11457862575601688	0.1036201860943916	0.35077753716918336	0.35077753716918336	0.0849459203658041	2
ZN816	0.55003078817734	14	0.1100502512562814	0.1100502512562814	0.0	0.3269493844049248	0.3269493844049248	0.0	1
ZNF85	0.3921689532911978	13	0.07537688442211055	0.07537688442211055	0.0	0.3356164383561644	0.3356164383561644	0.0	1
ZSC16	0.4347826086956523	20	0.17790172370014398	0.1022864019253911	0.1600141461519896	0.3363650451651412	0.25806451612903225	0.17806625033689205	5
ZSC22	0.664390756302521	16	0.5903934642252785	0.5747735987598923	0.07077007715915498	0.7604477617134441	0.7362777364900732	0.07103492382380701	3
ZSC31	0.5943215943215943	18	0.31653992395437264	0.31653992395437264	0.0	0.5238095238095238	0.5238095238095238	0.0	1
EVI1	0.29091754386770285	16	0.17033690946734426	0.17033690946734426	0.0	0.3409669211195929	0.3409669211195929	0.0	1
UBIP1	0.4285714285714285	7	0.1	0.1	0.0	0.2	0.2	0.0	1
ZBT48	0.5905000000000001	12	0.23741248553855315	0.25396894248286633	0.10081586978114968	0.3895494427902772	0.4292415949960907	0.11516332902285326	17
ZF64A	0.7450828157349897	16	0.24157884832567125	0.22074785585828385	0.2634438414486608	0.3749928124687613	0.3639498183676214	0.2932962078284617	4
